App,BUILD.àÍä—áX
É^ÉCÉgÉã,5ëw6íi-XVF-YVF BBB_1
éÅñº,ITEC
ó™èÃ,óYåíçHã∆
<â◊èdÉPÅ[ÉX>,ñ}ó·
V,âîíºâ◊èdéû
S,êœê·â◊èdéû
EXL,ínêkéûXLâ¡óÕ
EXR,ínêkéûXRâ¡óÕ
EYL,ínêkéûYLâ¡óÕ
EYR,ínêkéûYRâ¡óÕ
WXL,ïóâ◊èdéûXLâ¡óÕ
WXR,ïóâ◊èdéûXRâ¡óÕ
WYL,ïóâ◊èdéûYLâ¡óÕ
WYR,ïóâ◊èdéûYRâ¡óÕ
V+É¬1ÅES,[ëΩê·ãÊàÊ]í∑ä˙
V+É¬2ÅES+EXL,[ëΩê·ãÊàÊ]íZä˙ínêkéûXLâ¡óÕ
V+É¬2ÅES+EXR,[ëΩê·ãÊàÊ]íZä˙ínêkéûXRâ¡óÕ
V+É¬2ÅES+EYL,[ëΩê·ãÊàÊ]íZä˙ínêkéûYLâ¡óÕ
V+É¬2ÅES+EYR,[ëΩê·ãÊàÊ]íZä˙ínêkéûYRâ¡óÕ
V+É¬2ÅES+WXL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXLâ¡óÕ
V+É¬2ÅES+WXR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXRâ¡óÕ
V+É¬2ÅES+WYL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYLâ¡óÕ
V+É¬2ÅES+WYR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYRâ¡óÕ
<íåïîçﬁâûóÕ>
äK,í ÇË,é≤,â◊èdÉPÅ[ÉX,MU[kNm],MD[kNm],Q[kN],N[kN]
3F,6,C,EYR,288.5,-317.3,-192.3,1137.9,
3F,6,D,EYR,10.5,-22.0,-10.3,164.1,
3F,6,E,EYR,276.4,-302.8,-183.9,-154.3,
3F,6,G,EYR,3.0,-4.9,-2.5,-37.6,
3F,7,A,EYR,4.2,-8.5,-4.0,1.5,
3F,7,B,EYR,10.4,-21.8,-10.2,-0.0,
3F,7,F,EYR,10.4,-21.8,-10.2,0.0,
3F,7,G,EYR,4.2,-8.5,-4.0,-1.5,
3F,8,B,EYR,243.9,-262.8,-160.9,285.4,
3F,8,C,EYR,375.8,-399.6,-246.2,-110.4,
3F,8,E,EYR,349.3,-368.8,-228.0,71.4,
3F,8,F,EYR,217.1,-235.8,-143.8,-246.4,
4F,1,B,EYR,191.7,-185.3,-119.7,175.5,
4F,1,C,EYR,308.2,-298.5,-192.6,-70.0,
4F,1,E,EYR,284.5,-274.5,-177.4,45.2,
4F,1,F,EYR,166.9,-159.2,-103.5,-150.7,
4F,2,A,EYR,-0.4,4.1,1.5,1.0,
4F,2,B,EYR,-0.5,10.4,3.5,-0.0,
4F,2,F,EYR,-0.5,10.4,3.5,0.0,
4F,2,G,EYR,-0.4,4.1,1.5,-1.0,
4F,3,A,EYR,-0.2,2.9,1.0,24.7,
4F,3,C,EYR,213.2,-206.8,-133.3,1069.1,
4F,3,D,EYR,-0.5,10.4,3.5,4.1,
4F,3,E,EYR,211.6,-199.2,-130.4,-90.8,
4F,3,G,EYR,-0.2,2.9,1.0,-23.5,
4F,4,A,EYR,-0.2,2.9,1.0,20.9,
4F,4,C,EYR,233.9,-225.0,-145.7,128.6,
4F,4,D,EYR,-0.5,10.4,3.5,18.7,
4F,4,E,EYR,231.6,-223.0,-144.3,-125.7,
4F,4,G,EYR,-0.2,2.9,1.0,-21.1,
4F,5,A,EYR,-0.2,2.9,1.0,20.9,
4F,5,C,EYR,233.9,-225.0,-145.7,128.6,
4F,5,D,EYR,-0.5,10.4,3.5,18.7,
4F,5,E,EYR,231.6,-223.0,-144.3,-125.7,
4F,5,G,EYR,-0.2,2.9,1.0,-21.1,
4F,6,A,EYR,-0.2,2.9,1.0,24.7,
4F,6,C,EYR,213.2,-206.8,-133.3,1069.1,
4F,6,D,EYR,-0.5,10.4,3.5,4.1,
4F,6,E,EYR,211.6,-199.2,-130.4,-90.8,
4F,6,G,EYR,-0.2,2.9,1.0,-23.5,
4F,7,A,EYR,-0.4,4.1,1.5,1.0,
4F,7,B,EYR,-0.5,10.4,3.5,-0.0,
4F,7,F,EYR,-0.5,10.4,3.5,0.0,
4F,7,G,EYR,-0.4,4.1,1.5,-1.0,
4F,8,B,EYR,191.7,-185.3,-119.7,175.5,
4F,8,C,EYR,308.2,-298.5,-192.6,-70.0,
4F,8,E,EYR,284.5,-274.5,-177.4,45.2,
4F,8,F,EYR,166.9,-159.2,-103.5,-150.7,
5F,1,B,EYR,276.3,-217.5,-156.7,70.9,
5F,1,C,EYR,411.6,-334.4,-236.8,-31.7,
5F,1,E,EYR,377.8,-307.2,-217.5,21.3,
5F,1,F,EYR,238.9,-188.3,-135.6,-60.4,
5F,2,A,EYR,0.0,-0.5,-0.2,0.4,
5F,2,B,EYR,0.1,-0.6,-0.2,-0.0,
5F,2,F,EYR,0.1,-0.6,-0.2,0.0,
5F,2,G,EYR,0.0,-0.5,-0.2,-0.4,
5F,3,A,EYR,0.0,-0.3,-0.1,10.8,
5F,3,C,EYR,298.4,-231.9,-168.4,30.2,
5F,3,D,EYR,0.1,-0.6,-0.2,2.2,
5F,3,E,EYR,299.1,-233.2,-169.0,-32.9,
5F,3,G,EYR,0.0,-0.3,-0.1,-10.2,
5F,4,A,EYR,0.0,-0.3,-0.1,8.6,
5F,4,C,EYR,323.8,-258.9,-185.0,49.8,
5F,4,D,EYR,0.1,-0.6,-0.2,-1.2,
5F,4,E,EYR,320.4,-256.1,-183.0,-48.5,
5F,4,G,EYR,0.0,-0.3,-0.1,-8.7,
5F,5,A,EYR,0.0,-0.3,-0.1,8.6,
5F,5,C,EYR,323.8,-258.9,-185.0,49.8,
5F,5,D,EYR,0.1,-0.6,-0.2,-1.2,
5F,5,E,EYR,320.4,-256.1,-183.0,-48.5,
5F,5,G,EYR,0.0,-0.3,-0.1,-8.7,
5F,6,A,EYR,0.0,-0.3,-0.1,10.8,
5F,6,C,EYR,298.4,-231.9,-168.4,30.2,
5F,6,D,EYR,0.1,-0.6,-0.2,2.2,
5F,6,E,EYR,299.1,-233.2,-169.0,-32.9,
5F,6,G,EYR,0.0,-0.3,-0.1,-10.2,
5F,7,A,EYR,0.0,-0.5,-0.2,0.4,
5F,7,B,EYR,0.1,-0.6,-0.2,-0.0,
5F,7,F,EYR,0.1,-0.6,-0.2,0.0,
5F,7,G,EYR,0.0,-0.5,-0.2,-0.4,
5F,8,B,EYR,276.3,-217.5,-156.7,70.9,
5F,8,C,EYR,411.6,-334.4,-236.8,-31.7,
5F,8,E,EYR,377.8,-307.2,-217.5,21.3,
5F,8,F,EYR,238.9,-188.3,-135.6,-60.4,
