App,BUILD.àÍä—áX
É^ÉCÉgÉã,5ëw6íi-XVF-YVF BBB_1
éÅñº,ITEC
ó™èÃ,óYåíçHã∆
<â◊èdÉPÅ[ÉX>,ñ}ó·
V,âîíºâ◊èdéû
S,êœê·â◊èdéû
EXL,ínêkéûXLâ¡óÕ
EXR,ínêkéûXRâ¡óÕ
EYL,ínêkéûYLâ¡óÕ
EYR,ínêkéûYRâ¡óÕ
WXL,ïóâ◊èdéûXLâ¡óÕ
WXR,ïóâ◊èdéûXRâ¡óÕ
WYL,ïóâ◊èdéûYLâ¡óÕ
WYR,ïóâ◊èdéûYRâ¡óÕ
V+É¬1ÅES,[ëΩê·ãÊàÊ]í∑ä˙
V+É¬2ÅES+EXL,[ëΩê·ãÊàÊ]íZä˙ínêkéûXLâ¡óÕ
V+É¬2ÅES+EXR,[ëΩê·ãÊàÊ]íZä˙ínêkéûXRâ¡óÕ
V+É¬2ÅES+EYL,[ëΩê·ãÊàÊ]íZä˙ínêkéûYLâ¡óÕ
V+É¬2ÅES+EYR,[ëΩê·ãÊàÊ]íZä˙ínêkéûYRâ¡óÕ
V+É¬2ÅES+WXL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXLâ¡óÕ
V+É¬2ÅES+WXR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûXRâ¡óÕ
V+É¬2ÅES+WYL,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYLâ¡óÕ
V+É¬2ÅES+WYR,[ëΩê·ãÊàÊ]íZä˙ïóâ◊èdéûYRâ¡óÕ
<Së¢ëÂó¿ê›åvâûóÕ>
ó¿ïÑçÜ,äK,í ÇË,é≤,â◊èdÉPÅ[ÉX,ç∂í[M[kNm],åpéËM[kNm],íÜâõM[kNm],åpéËM[kNm],âEí[M[kNm],ç∂í[Q[kN],åpéËQ[kN],íÜâõQ[kN],åpéËQ[kN],âEí[Q[kN]
G004,5F,5,A,EXL,-0.0,1.2,4.6,8.1,9.3,1.9,1.9,1.9,1.9,1.9
G005,5F,5,B,EXL,9.3,0.0,16.7,0.0,23.7,1.9,0.0,1.9,0.0,1.9
G004,5F,5,C,EXL,184.9,165.6,99.1,32.5,7.9,-52.8,-52.8,-52.8,-52.8,-52.8
G005,5F,5,D,EXL,7.9,0.0,99.1,0.0,184.9,52.8,0.0,52.8,0.0,52.8
G004,5F,5,E,EXL,23.7,23.0,16.7,10.5,9.3,-1.9,-1.9,-1.9,-1.9,-1.9
G005,5F,5,F,EXL,9.3,0.0,4.6,0.0,-0.0,-1.9,0.0,-1.9,0.0,-1.9
G004,RF,5,A,EXL,-0.0,1.9,7.4,12.9,14.8,3.1,3.1,3.1,3.1,3.1
G005,RF,5,B,EXL,14.8,0.0,26.6,0.0,37.7,3.1,0.0,3.1,0.0,3.1
G004,RF,5,C,EXL,143.5,128.5,76.8,25.2,6.1,-41.0,-41.0,-41.0,-41.0,-41.0
G005,RF,5,D,EXL,6.1,0.0,76.8,0.0,143.5,41.0,0.0,41.0,0.0,41.0
G004,RF,5,E,EXL,37.7,36.6,26.6,16.7,14.8,-3.1,-3.1,-3.1,-3.1,-3.1
G005,RF,5,F,EXL,14.8,0.0,7.4,0.0,-0.0,-3.1,0.0,-3.1,0.0,-3.1
G004,2F,6,A,EXL,-0.0,0.4,1.4,2.4,2.8,0.6,0.6,0.6,0.6,0.6
G005,2F,6,B,EXL,2.8,0.0,5.0,0.0,7.1,0.6,0.0,0.6,0.0,0.6
G004,2F,6,C,EXL,67.4,60.4,36.1,11.8,2.9,-19.3,-19.3,-19.3,-19.3,-19.3
G005,2F,6,D,EXL,2.9,0.0,36.1,0.0,67.4,19.3,0.0,19.3,0.0,19.3
G004,2F,6,E,EXL,7.1,6.9,5.0,3.1,2.8,-0.6,-0.6,-0.6,-0.6,-0.6
G005,2F,6,F,EXL,2.8,0.0,1.4,0.0,-0.0,-0.6,0.0,-0.6,0.0,-0.6
G004,3F,6,A,EXL,-0.0,0.7,2.7,4.7,5.3,1.1,1.1,1.1,1.1,1.1
G005,3F,6,B,EXL,5.3,0.0,9.6,0.0,13.6,1.1,0.0,1.1,0.0,1.1
G004,3F,6,C,EXL,122.5,109.7,65.6,21.5,5.2,-35.0,-35.0,-35.0,-35.0,-35.0
G005,3F,6,D,EXL,5.2,0.0,65.6,0.0,122.5,35.0,0.0,35.0,0.0,35.0
G004,3F,6,E,EXL,13.6,13.2,9.6,6.0,5.3,-1.1,-1.1,-1.1,-1.1,-1.1
G005,3F,6,F,EXL,5.3,0.0,2.7,0.0,-0.0,-1.1,0.0,-1.1,0.0,-1.1
G004,4F,6,A,EXL,0.0,0.5,2.0,3.5,4.0,0.8,0.8,0.8,0.8,0.8
G005,4F,6,B,EXL,4.0,0.0,7.2,0.0,10.3,0.8,0.0,0.8,0.0,0.8
G004,4F,6,C,EXL,124.3,111.3,66.6,21.8,5.3,-35.5,-35.5,-35.5,-35.5,-35.5
G005,4F,6,D,EXL,5.3,0.0,66.6,0.0,124.3,35.5,0.0,35.5,0.0,35.5
G004,4F,6,E,EXL,10.3,10.0,7.2,4.5,4.0,-0.8,-0.8,-0.8,-0.8,-0.8
G005,4F,6,F,EXL,4.0,0.0,2.0,0.0,0.0,-0.8,0.0,-0.8,0.0,-0.8
G004,5F,6,A,EXL,0.0,0.6,2.5,4.4,5.0,1.0,1.0,1.0,1.0,1.0
G005,5F,6,B,EXL,5.0,0.0,9.1,0.0,12.8,1.0,0.0,1.0,0.0,1.0
G004,5F,6,C,EXL,157.2,140.8,84.2,27.6,6.7,-44.9,-44.9,-44.9,-44.9,-44.9
G005,5F,6,D,EXL,6.7,0.0,84.2,0.0,157.2,44.9,0.0,44.9,0.0,44.9
G004,5F,6,E,EXL,12.8,12.4,9.1,5.7,5.0,-1.0,-1.0,-1.0,-1.0,-1.0
G005,5F,6,F,EXL,5.0,0.0,2.5,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
G004,RF,6,A,EXL,-0.0,1.2,4.9,8.5,9.7,2.0,2.0,2.0,2.0,2.0
G005,RF,6,B,EXL,9.7,0.0,17.5,0.0,24.9,2.0,0.0,2.0,0.0,2.0
G004,RF,6,C,EXL,122.0,109.3,65.3,21.4,5.2,-34.9,-34.9,-34.9,-34.9,-34.9
G005,RF,6,D,EXL,5.2,0.0,65.3,0.0,122.0,34.9,0.0,34.9,0.0,34.9
G004,RF,6,E,EXL,24.9,24.1,17.5,11.0,9.7,-2.0,-2.0,-2.0,-2.0,-2.0
G005,RF,6,F,EXL,9.7,0.0,4.9,0.0,-0.0,-2.0,0.0,-2.0,0.0,-2.0
B34,2F,7,A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,7,B,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,2F,7,C,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,2F,7,D,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,2F,7,E,EXL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,7,F,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,7,A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,7,B,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,3F,7,C,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,3F,7,D,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,3F,7,E,EXL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,7,F,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,7,A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,7,B,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,4F,7,C,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,4F,7,D,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,4F,7,E,EXL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,7,F,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,7,A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,7,B,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,5F,7,C,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,5F,7,D,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,5F,7,E,EXL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,7,F,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,7,A,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,7,B,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B20,RF,7,C,EXL,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B20,RF,7,D,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B34,RF,7,E,EXL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,7,F,EXL,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,2F,8,B,EXL,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G004,2F,8,C,EXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G005,2F,8,D,EXL,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
G59Y,2F,8,E,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59Y,3F,8,B,EXL,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G004,3F,8,C,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G005,3F,8,D,EXL,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,3F,8,E,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59Y,4F,8,B,EXL,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G004,4F,8,C,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G005,4F,8,D,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,4F,8,E,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59Y,5F,8,B,EXL,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G004,5F,8,C,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G005,5F,8,D,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,5F,8,E,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59Y,RF,8,B,EXL,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G004,RF,8,C,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G005,RF,8,D,EXL,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G59Y,RF,8,E,EXL,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
G59X,2F,A,2,EXR,163.0,140.7,-11.8,-164.4,-181.9,-47.9,-47.9,-47.9,-47.9,-47.9
G59X,2F,A,3,EXR,181.6,162.9,97.2,31.4,-0.0,-51.2,-51.2,-51.2,-51.2,-51.2
G59X,2F,A,3A,EXR,-0.0,-31.5,-97.2,-163.0,-181.7,-51.2,-51.2,-51.2,-51.2,-51.2
G59X,2F,A,4,EXR,182.4,163.6,97.6,31.6,0.0,-51.4,-51.4,-51.4,-51.4,-51.4
G59X,2F,A,4A,EXR,0.0,-31.6,-97.6,-163.6,-182.3,-51.4,-51.4,-51.4,-51.4,-51.4
G59X,2F,A,5,EXR,181.8,163.1,97.3,31.5,0.0,-51.2,-51.2,-51.2,-51.2,-51.2
G59X,2F,A,5A,EXR,0.0,-31.5,-97.3,-163.1,-181.7,-51.2,-51.2,-51.2,-51.2,-51.2
G59X,2F,A,6,EXR,181.9,164.4,11.8,-140.8,-163.1,-47.9,-47.9,-47.9,-47.9,-47.9
G59X,3F,A,2,EXR,168.4,145.4,-12.1,-169.7,-187.8,-49.5,-49.5,-49.5,-49.5,-49.5
G59X,3F,A,3,EXR,191.8,172.1,102.8,33.5,0.3,-53.9,-53.9,-53.9,-53.9,-53.9
G59X,3F,A,3A,EXR,0.3,-32.8,-102.1,-171.4,-191.1,-53.9,-53.9,-53.9,-53.9,-53.9
G59X,3F,A,4,EXR,191.8,172.0,102.6,33.2,0.0,-54.0,-54.0,-54.0,-54.0,-54.0
G59X,3F,A,4A,EXR,0.0,-33.2,-102.6,-172.0,-191.7,-54.0,-54.0,-54.0,-54.0,-54.0
G59X,3F,A,5,EXR,191.4,171.7,102.3,32.9,-0.3,-54.0,-54.0,-54.0,-54.0,-54.0
G59X,3F,A,5A,EXR,-0.3,-33.5,-102.9,-172.3,-192.1,-54.0,-54.0,-54.0,-54.0,-54.0
G59X,3F,A,6,EXR,187.8,169.8,12.1,-145.5,-168.5,-49.5,-49.5,-49.5,-49.5,-49.5
G59X,4F,A,2,EXR,166.9,144.2,-11.3,-166.7,-184.5,-48.8,-48.8,-48.8,-48.8,-48.8
G59X,4F,A,3,EXR,190.9,171.3,102.4,33.5,0.5,-53.6,-53.6,-53.6,-53.6,-53.6
G59X,4F,A,3A,EXR,0.5,-32.5,-101.4,-170.4,-189.9,-53.6,-53.6,-53.6,-53.6,-53.6
G59X,4F,A,4,EXR,190.8,171.2,102.1,33.1,0.0,-53.7,-53.7,-53.7,-53.7,-53.7
G59X,4F,A,4A,EXR,0.0,-33.0,-102.1,-171.1,-190.7,-53.7,-53.7,-53.7,-53.7,-53.7
G59X,4F,A,5,EXR,190.3,170.7,101.6,32.6,-0.5,-53.7,-53.7,-53.7,-53.7,-53.7
G59X,4F,A,5A,EXR,-0.5,-33.5,-102.6,-171.7,-191.3,-53.7,-53.7,-53.7,-53.7,-53.7
G59X,4F,A,6,EXR,184.6,166.8,11.3,-144.3,-167.0,-48.8,-48.8,-48.8,-48.8,-48.8
G59X,5F,A,2,EXR,226.6,195.7,-15.8,-227.4,-251.6,-66.4,-66.4,-66.4,-66.4,-66.4
G59X,5F,A,3,EXR,258.7,232.1,138.6,45.1,0.4,-72.8,-72.8,-72.8,-72.8,-72.8
G59X,5F,A,3A,EXR,0.4,-44.4,-137.9,-231.4,-257.9,-72.8,-72.8,-72.8,-72.8,-72.8
G59X,5F,A,4,EXR,259.3,232.7,138.8,44.9,0.0,-73.0,-73.0,-73.0,-73.0,-73.0
G59X,5F,A,4A,EXR,0.0,-44.9,-138.7,-232.6,-259.3,-73.0,-73.0,-73.0,-73.0,-73.0
G59X,5F,A,5,EXR,258.4,231.8,138.1,44.5,-0.4,-72.9,-72.9,-72.9,-72.9,-72.9
G59X,5F,A,5A,EXR,-0.4,-45.2,-138.9,-232.6,-259.2,-72.9,-72.9,-72.9,-72.9,-72.9
G59X,5F,A,6,EXR,251.7,227.5,15.8,-195.8,-226.7,-66.5,-66.5,-66.5,-66.5,-66.5
G59X,RF,A,2,EXR,176.0,151.0,-19.8,-190.7,-210.3,-53.6,-53.6,-53.6,-53.6,-53.6
G59X,RF,A,3,EXR,226.4,203.3,122.0,40.7,1.8,-63.3,-63.3,-63.3,-63.3,-63.3
G59X,RF,A,3A,EXR,1.8,-37.1,-118.4,-199.7,-222.8,-63.3,-63.3,-63.3,-63.3,-63.3
G59X,RF,A,4,EXR,222.1,199.3,118.9,38.5,0.1,-62.5,-62.5,-62.5,-62.5,-62.5
G59X,RF,A,4A,EXR,0.1,-38.4,-118.8,-199.2,-222.0,-62.5,-62.5,-62.5,-62.5,-62.5
G59X,RF,A,5,EXR,223.2,200.1,118.6,37.2,-1.8,-63.4,-63.4,-63.4,-63.4,-63.4
G59X,RF,A,5A,EXR,-1.8,-40.8,-122.2,-203.7,-226.8,-63.4,-63.4,-63.4,-63.4,-63.4
G59X,RF,A,6,EXR,210.3,190.7,19.8,-151.1,-176.0,-53.7,-53.7,-53.7,-53.7,-53.7
B34,2F,B,1,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,2F,B,7,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,B,1,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,3F,B,7,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,B,1,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,4F,B,7,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,B,1,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,5F,B,7,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,B,1,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B34,RF,B,7,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,C,1,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,C,2,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,3,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,3A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,4,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,4A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,5,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,C,5A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,C,6,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,C,7,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,C,1,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,C,2,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,3,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,3A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,4,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,4A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,5,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,C,5A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,C,6,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,C,7,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,C,1,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,C,2,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,C,3,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,C,3A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,C,4,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,C,4A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,C,5,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,C,5A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,C,6,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,C,7,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,C,1,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,C,2,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,3,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,3A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,4,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,4A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,5,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,5F,C,5A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,C,6,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,5F,C,7,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,C,1,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,C,2,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,3,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,3A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,4,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,4A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,5,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,RF,C,5A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,C,6,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,RF,C,7,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,D,1,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,D,2,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,2F,D,3,EXR,0.0,0.0,9.4,0.0,18.8,4.9,0.0,4.9,0.0,4.9
B49,2F,D,3A,EXR,18.8,0.0,9.4,0.0,-0.0,-4.9,0.0,-4.9,0.0,-4.9
B49,2F,D,4,EXR,0.0,0.0,11.2,0.0,22.4,5.9,0.0,5.9,0.0,5.9
B49,2F,D,4A,EXR,22.4,0.0,11.2,0.0,-0.0,-5.9,0.0,-5.9,0.0,-5.9
B49,2F,D,5,EXR,0.0,0.0,-7.3,0.0,-14.6,-3.8,0.0,-3.8,0.0,-3.8
B49,2F,D,5A,EXR,-14.6,0.0,-7.3,0.0,-0.0,3.8,0.0,3.8,0.0,3.8
B58,2F,D,6,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,2F,D,7,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,D,1,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,D,2,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,3,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,3A,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,4,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,4A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,5,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,3F,D,5A,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,D,6,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,3F,D,7,EXR,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,D,1,EXR,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B58,4F,D,2,EXR,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
B49,4F,D,3,EXR,0.0,0.0,-70.7,0.0,-141.4,-37.2,0.0,-37.2,0.0,-37.2
B49,4F,D,3A,EXR,-141.4,0.0,-70.7,0.0,-0.0,37.2,0.0,37.2,0.0,37.2
B49,4F,D,4,EXR,0.0,0.0,-71.7,0.0,-143.4,-37.7,0.0,-37.7,0.0,-37.7
B49,4F,D,4A,EXR,-143.4,0.0,-71.7,0.0,-0.0,37.7,0.0,37.7,0.0,37.7
B49,4F,D,5,EXR,0.0,0.0,-58.7,0.0,-117.3,-30.9,0.0,-30.9,0.0,-30.9
B49,4F,D,5A,EXR,-117.3,0.0,-58.7,0.0,-0.0,30.9,0.0,30.9,0.0,30.9
B58,4F,D,6,EXR,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
